CLIENT_ID,LIMIT_BAL,RecentDelinquencyCount,SevereDelinquencyCount,MaxRepaymentDelay,DEFAULT
9320,80000,4,4,2,0
9557,80000,4,4,2,1
11654,80000,4,4,3,1
13290,80000,4,4,2,0
15143,80000,4,4,2,1
15877,80000,4,4,3,0
15911,80000,4,4,2,1
15991,80000,4,3,2,1
16018,80000,4,3,2,1
16273,80000,4,4,3,0
16591,80000,4,4,4,1
16742,80000,4,3,3,1
17130,80000,4,4,4,1
17222,80000,4,4,2,1
18213,80000,4,4,2,1
19816,80000,4,3,2,1
20078,80000,4,4,3,1
20423,80000,4,3,2,1
21953,80000,4,4,2,0
22060,80000,4,4,2,0
23513,80000,4,3,2,1
23573,80000,4,3,2,0
23889,80000,4,4,3,0
24869,80000,4,4,2,0
24975,80000,4,4,2,1
25205,80000,4,4,2,0
25890,80000,4,4,2,0
26224,80000,4,3,2,1
26886,80000,4,3,2,0
26923,80000,4,4,2,1
26954,80000,4,4,5,0
27560,80000,4,3,2,1
27574,80000,4,4,2,1
27893,80000,4,4,3,0
28048,80000,4,4,2,1
28492,80000,4,4,2,1
28682,80000,4,4,3,1
28737,80000,4,4,3,0
29784,80000,4,3,4,0
14,70000,4,3,2,1
23,70000,4,4,2,1
1268,70000,4,3,2,0
1441,70000,4,4,2,0
1730,70000,4,3,2,0
2269,70000,4,4,2,0
3043,70000,4,4,2,1
3065,70000,4,4,2,1
3186,70000,4,4,2,0
3191,70000,4,3,2,1
3848,70000,4,4,2,0
4883,70000,4,4,2,1
5454,70000,4,3,2,1
6377,70000,4,4,2,1
6958,70000,4,3,2,0
7764,70000,4,3,2,1
9141,70000,4,4,3,1
11737,70000,4,4,3,0
11770,70000,4,4,2,0
11962,70000,4,3,3,1
12148,70000,4,4,4,0
12381,70000,4,4,2,0
12586,70000,4,4,3,1
15151,70000,4,4,2,0
15201,70000,4,4,2,0
15996,70000,4,4,2,0
18413,70000,4,4,3,0
18627,70000,4,4,4,1
18706,70000,4,4,2,1
18979,70000,4,4,3,0
18987,70000,4,4,2,1
19030,70000,4,4,2,1
19071,70000,4,4,2,1
19136,70000,4,3,2,1
19783,70000,4,4,2,1
20654,70000,4,3,2,1
21189,70000,4,3,2,1
21331,70000,4,3,2,0
24296,70000,4,4,2,0
25607,70000,4,4,2,1
25952,70000,4,4,5,0
26257,70000,4,4,3,0
26564,70000,4,3,2,1
26758,70000,4,4,4,1
26769,70000,4,3,2,0
26981,70000,4,3,2,1
29325,70000,4,3,3,0
474,60000,4,3,2,0
1036,60000,4,3,2,1
3966,60000,4,4,6,0
4124,60000,4,3,3,1
4169,60000,4,4,2,1
4527,60000,4,3,2,1
5127,60000,4,3,2,0
5784,60000,4,4,2,1
6923,60000,4,4,2,1
7189,60000,4,3,2,1
7751,60000,4,4,2,0
9185,60000,4,4,3,1
10275,60000,4,3,2,0
12490,60000,4,4,2,0
12774,60000,4,3,2,1
12984,60000,4,3,2,1
13672,60000,4,4,2,1
15298,60000,4,4,2,1
15549,60000,4,4,2,1
15913,60000,4,4,2,1
16248,60000,4,4,2,1
16504,60000,4,3,3,1
16770,60000,4,3,2,0
16774,60000,4,3,2,1
16963,60000,4,4,2,1
17465,60000,4,3,2,1
18157,60000,4,4,2,1
20330,60000,4,4,4,0
22628,60000,4,4,2,1
25815,60000,4,4,2,1
26640,60000,4,4,5,1
27187,60000,4,4,2,1
27764,60000,4,4,2,1
28604,60000,4,4,2,1
143,50000,4,3,2,0
355,50000,4,4,2,0
1134,50000,4,4,2,0
1233,50000,4,4,2,0
1297,50000,4,3,2,0
1490,50000,4,4,2,1
1661,50000,4,3,2,0
1860,50000,4,4,3,0
2122,50000,4,3,2,0
2251,50000,4,4,2,0
2286,50000,4,3,3,0
2427,50000,4,3,2,1
2835,50000,4,4,2,1
2990,50000,4,3,2,1
3063,50000,4,3,2,0
3485,50000,4,4,2,1
3509,50000,4,4,2,1
3839,50000,4,4,2,1
3958,50000,4,4,2,1
4092,50000,4,4,2,0
4192,50000,4,4,2,1
4505,50000,4,4,2,0
4727,50000,4,4,2,1
4739,50000,4,3,3,0
4846,50000,4,3,2,0
4856,50000,4,3,2,1
5074,50000,4,3,2,1
5098,50000,4,4,2,1
5397,50000,4,3,2,1
5450,50000,4,3,2,0
5657,50000,4,4,2,1
5798,50000,4,4,4,0
6117,50000,4,4,2,1
6350,50000,4,4,4,0
6384,50000,4,4,2,1
7250,50000,4,3,3,0
7269,50000,4,3,2,1
7940,50000,4,4,2,1
8028,50000,4,4,2,1
8130,50000,4,4,2,1
8135,50000,4,3,2,1
8463,50000,4,4,2,1
8507,50000,4,3,2,0
8718,50000,4,4,2,0
8826,50000,4,4,2,1
9142,50000,4,3,2,1
9457,50000,4,4,2,1
9810,50000,4,3,2,0
10404,50000,4,3,2,1
10657,50000,4,4,2,1
10973,50000,4,3,2,1
11124,50000,4,3,2,0
11471,50000,4,3,2,1
11743,50000,4,4,2,1
12011,50000,4,4,2,1
12023,50000,4,3,2,1
12195,50000,4,4,2,1
12295,50000,4,3,2,0
12356,50000,4,4,2,1
12526,50000,4,4,2,0
12754,50000,4,4,2,0
12906,50000,4,3,2,1
12924,50000,4,4,2,1
13073,50000,4,3,2,1
13577,50000,4,3,2,0
13646,50000,4,4,2,0
13800,50000,4,4,2,0
13980,50000,4,4,2,0
14325,50000,4,3,2,1
14370,50000,4,4,2,1
14502,50000,4,3,2,0
14533,50000,4,4,3,1
14534,50000,4,4,2,1
14674,50000,4,4,2,0
14873,50000,4,3,2,0
15109,50000,4,4,2,0
15193,50000,4,4,3,1
15398,50000,4,4,2,0
15466,50000,4,3,2,1
15496,50000,4,3,2,0
15508,50000,4,4,2,1
15773,50000,4,4,2,1
15953,50000,4,4,2,1
15972,50000,4,4,4,1
16049,50000,4,4,2,0
16212,50000,4,4,2,1
16236,50000,4,4,2,1
16452,50000,4,4,2,1
16631,50000,4,3,2,0
16670,50000,4,3,2,0
16938,50000,4,4,2,1
17019,50000,4,3,2,0
17071,50000,4,4,2,0
17196,50000,4,3,2,0
17201,50000,4,3,2,1
17256,50000,4,3,2,0
17362,50000,4,4,2,1
17390,50000,4,3,3,1
17471,50000,4,3,2,0
17716,50000,4,4,3,0
17775,50000,4,4,3,0
18046,50000,4,4,5,0
18086,50000,4,4,2,0
18761,50000,4,4,2,1
19724,50000,4,4,3,1
19767,50000,4,3,2,1
19824,50000,4,3,2,0
19846,50000,4,3,2,1
19919,50000,4,4,2,0
19972,50000,4,4,2,1
20130,50000,4,4,3,1
20132,50000,4,4,2,1
20147,50000,4,4,5,1
20679,50000,4,3,2,1
21033,50000,4,4,2,0
21200,50000,4,4,2,1
21313,50000,4,3,2,1
21480,50000,4,3,3,0
21582,50000,4,3,2,0
21622,50000,4,4,3,1
21723,50000,4,4,2,1
21738,50000,4,3,2,0
21830,50000,4,4,2,1
21993,50000,4,4,2,1
22034,50000,4,3,2,0
22459,50000,4,4,2,1
22531,50000,4,4,3,0
23136,50000,4,3,2,0
23239,50000,4,3,3,0
23732,50000,4,3,2,1
23966,50000,4,4,4,0
24012,50000,4,4,4,1
24218,50000,4,2,2,0
24361,50000,4,4,3,1
24744,50000,4,4,3,1
24885,50000,4,4,5,0
25081,50000,4,4,2,1
25148,50000,4,4,4,0
25155,50000,4,4,2,0
25156,50000,4,3,4,0
26304,50000,4,4,2,1
26663,50000,4,3,2,0
26756,50000,4,3,2,0
26780,50000,4,4,2,1
27185,50000,4,4,2,1
27274,50000,4,4,3,1
28068,50000,4,3,2,1
28347,50000,4,4,2,0
28459,50000,4,3,2,1
29074,50000,4,3,3,1
29376,50000,4,3,2,1
29571,50000,4,4,5,0
29588,50000,4,4,2,0
29619,50000,4,4,5,1
29683,50000,4,3,2,1
29782,50000,4,4,5,0
29940,50000,4,3,2,1
29947,50000,4,3,2,0
857,40000,4,4,2,1
1787,40000,4,4,2,1
5259,40000,4,3,2,1
7894,40000,4,4,2,1
11418,40000,4,4,2,1
13255,40000,4,4,2,1
13443,40000,4,4,3,0
16235,40000,4,4,3,1
16249,40000,4,3,2,0
19692,40000,4,3,3,1
21158,40000,4,4,3,0
21207,40000,4,4,3,0
22447,40000,4,4,2,1
22501,40000,4,3,2,1
27671,40000,4,3,2,1
245,30000,4,4,2,0
543,30000,4,4,3,1
934,30000,4,4,2,1
1030,30000,4,4,2,1
1638,30000,4,4,2,0
1848,30000,4,3,3,1
2050,30000,4,3,2,0
2432,30000,4,4,2,1
3002,30000,4,4,4,1
3009,30000,4,4,2,1
3605,30000,4,3,3,1
4084,30000,4,3,2,0
4263,30000,4,3,2,1
4507,30000,4,4,5,1
5712,30000,4,4,3,0
5832,30000,4,3,2,0
6303,30000,4,3,2,1
6906,30000,4,4,2,1
7304,30000,4,3,2,1
7480,30000,4,4,2,1
7481,30000,4,4,2,1
7499,30000,4,4,2,1
7771,30000,4,3,2,0
7842,30000,4,3,2,1
8603,30000,4,4,3,0
8722,30000,4,3,2,1
9159,30000,4,4,2,1
9368,30000,4,3,2,0
9577,30000,4,4,2,1
9789,30000,4,4,2,0
9941,30000,4,4,2,1
10078,30000,4,4,2,0
10097,30000,4,4,2,1
10178,30000,4,3,2,1
10348,30000,4,4,3,1
10350,30000,4,4,3,0
10413,30000,4,3,2,0
10872,30000,4,3,3,0
11028,30000,4,4,2,1
11655,30000,4,4,2,1
11698,30000,4,3,4,1
12482,30000,4,4,2,0
12582,30000,4,4,2,1
12966,30000,4,4,2,1
13620,30000,4,3,2,0
13707,30000,4,4,2,0
13790,30000,4,3,2,0
13955,30000,4,4,2,1
14337,30000,4,3,2,1
14699,30000,4,3,2,1
14780,30000,4,4,2,0
15008,30000,4,3,2,0
15228,30000,4,4,2,1
15741,30000,4,4,3,0
15761,30000,4,4,2,1
15928,30000,4,3,3,1
15969,30000,4,3,2,0
16014,30000,4,3,3,1
16115,30000,4,4,2,0
16240,30000,4,4,3,0
16293,30000,4,4,4,1
16529,30000,4,3,2,0
16623,30000,4,4,2,1
16640,30000,4,3,2,1
16740,30000,4,3,3,0
16781,30000,4,4,4,0
16931,30000,4,4,3,1
16959,30000,4,4,3,1
16984,30000,4,4,4,0
17075,30000,4,4,3,1
17206,30000,4,4,2,0
17527,30000,4,4,2,0
17712,30000,4,4,2,1
17794,30000,4,4,2,1
17820,30000,4,4,4,0
17987,30000,4,3,2,1
18357,30000,4,4,2,0
18358,30000,4,4,2,1
18369,30000,4,4,2,1
18568,30000,4,3,2,0
18691,30000,4,4,2,0
19027,30000,4,3,2,1
19102,30000,4,3,2,0
19245,30000,4,4,3,1
19257,30000,4,4,5,1
19542,30000,4,4,2,1
19794,30000,4,3,2,0
20711,30000,4,4,4,0
21088,30000,4,4,3,1
21516,30000,4,4,2,1
22226,30000,4,4,2,0
22355,30000,4,4,2,1
22786,30000,4,4,2,1
23262,30000,4,4,3,0
23645,30000,4,4,2,1
23806,30000,4,4,2,0
24147,30000,4,4,2,0
24308,30000,4,3,2,1
24702,30000,4,3,2,1
25308,30000,4,4,2,1
25719,30000,4,4,3,1
26477,30000,4,4,2,1
26696,30000,4,3,2,1
27112,30000,4,4,3,1
27819,30000,4,4,2,1
27972,30000,4,3,2,1
28202,30000,4,3,2,1
28322,30000,4,4,2,0
29260,30000,4,4,3,1
29587,30000,4,3,2,1
29679,30000,4,4,2,0
29904,30000,4,4,2,0
17,20000,4,4,2,1
427,20000,4,4,2,1
808,20000,4,4,2,1
1135,20000,4,3,2,0
1533,20000,4,4,4,0
1670,20000,4,4,3,0
2118,20000,4,4,3,0
2144,20000,4,4,3,1
2234,20000,4,3,2,0
2579,20000,4,3,2,1
3018,20000,4,4,2,0
3140,20000,4,3,2,1
3170,20000,4,3,2,1
3302,20000,4,3,3,1
3572,20000,4,3,2,0
4041,20000,4,4,3,0
4147,20000,4,4,3,1
4712,20000,4,4,2,0
4751,20000,4,3,2,1
5006,20000,4,4,3,0
5063,20000,4,4,2,1
5234,20000,4,3,3,1
5382,20000,4,3,3,1
5818,20000,4,4,2,1
6325,20000,4,4,2,1
7373,20000,4,4,2,0
7964,20000,4,4,2,1
8509,20000,4,4,2,0
8594,20000,4,3,2,1
8630,20000,4,3,2,1
8636,20000,4,3,3,1
9222,20000,4,4,4,1
9725,20000,4,4,2,0
9927,20000,4,3,3,1
9957,20000,4,4,2,0
10310,20000,4,4,2,1
10347,20000,4,4,2,1
10500,20000,4,4,2,1
11030,20000,4,3,3,1
11466,20000,4,4,3,1
11702,20000,4,4,2,0
11818,20000,4,3,2,0
11896,20000,4,3,2,0
12113,20000,4,3,2,0
12272,20000,4,4,2,1
12312,20000,4,4,3,1
12516,20000,4,4,2,0
12825,20000,4,4,2,1
12986,20000,4,4,3,1
13077,20000,4,4,3,1
13211,20000,4,4,2,1
13688,20000,4,4,3,0
13784,20000,4,3,2,0
13857,20000,4,4,2,1
14561,20000,4,4,2,1
14914,20000,4,4,2,0
15102,20000,4,3,2,0
15271,20000,4,3,2,1
15588,20000,4,3,2,1
15688,20000,4,3,4,0
15749,20000,4,4,3,1
15958,20000,4,3,3,1
16020,20000,4,3,2,0
16110,20000,4,3,2,1
16198,20000,4,4,2,1
16447,20000,4,3,2,0
16464,20000,4,4,4,1
16468,20000,4,3,2,1
16491,20000,4,4,2,1
16509,20000,4,4,3,0
16532,20000,4,3,3,1
16629,20000,4,4,2,1
16675,20000,4,3,2,1
16788,20000,4,3,2,1
16821,20000,4,4,2,1
16942,20000,4,4,3,0
17176,20000,4,4,5,1
17507,20000,4,4,3,0
17532,20000,4,4,2,1
17579,20000,4,4,4,0
17681,20000,4,3,2,0
17839,20000,4,3,2,0
18209,20000,4,4,2,1
18231,20000,4,4,3,0
18339,20000,4,4,4,1
18345,20000,4,4,2,0
18384,20000,4,4,2,1
18466,20000,4,4,2,0
18527,20000,4,4,2,1
20005,20000,4,3,3,0
20250,20000,4,4,2,1
20379,20000,4,4,2,0
20382,20000,4,4,3,1
20399,20000,4,4,3,0
20409,20000,4,3,2,0
20647,20000,4,3,4,1
20659,20000,4,4,3,1
20738,20000,4,4,3,1
20741,20000,4,3,3,1
20896,20000,4,3,2,1
20907,20000,4,4,2,0
21195,20000,4,4,2,0
21248,20000,4,4,2,0
21249,20000,4,4,2,1
21272,20000,4,4,2,0
21359,20000,4,4,3,1
21490,20000,4,4,4,1
21555,20000,4,3,2,0
21607,20000,4,3,3,0
22396,20000,4,4,2,0
22402,20000,4,3,2,0
22443,20000,4,3,4,0
22680,20000,4,3,2,1
23506,20000,4,3,2,1
23598,20000,4,4,2,1
23599,20000,4,4,2,1
23630,20000,4,3,2,0
23723,20000,4,4,2,0
23845,20000,4,3,2,0
23884,20000,4,3,2,1
23898,20000,4,3,4,1
23911,20000,4,4,2,0
23923,20000,4,4,3,0
23929,20000,4,3,3,1
24014,20000,4,3,2,1
24036,20000,4,4,4,1
24151,20000,4,3,2,0
24294,20000,4,3,3,1
24437,20000,4,4,3,1
24693,20000,4,4,2,0
24776,20000,4,3,2,0
24952,20000,4,4,3,0
25169,20000,4,4,2,1
25342,20000,4,4,2,0
26291,20000,4,4,2,1
26349,20000,4,4,2,0
26531,20000,4,3,2,0
26533,20000,4,4,2,1
26586,20000,4,4,4,1
26620,20000,4,4,2,1
26666,20000,4,3,4,1
26868,20000,4,3,3,0
27235,20000,4,4,2,1
27253,20000,4,3,2,0
27602,20000,4,3,3,1
27625,20000,4,4,2,0
28457,20000,4,3,3,0
28910,20000,4,3,2,0
29138,20000,4,3,3,1
29170,20000,4,3,2,1
29179,20000,4,3,2,1
29182,20000,4,4,2,1
29183,20000,4,3,2,1
29219,20000,4,3,3,1
29324,20000,4,3,2,1
29518,20000,4,4,2,0
29772,20000,4,3,3,1
29777,20000,4,4,5,1
2242,10000,4,3,2,0
2332,10000,4,4,2,0
3583,10000,4,4,2,1
4189,10000,4,4,3,0
6913,10000,4,4,2,1
7812,10000,4,3,2,0
9143,10000,4,4,3,1
9379,10000,4,3,4,0
9709,10000,4,4,2,0
10396,10000,4,3,2,1
10809,10000,4,4,5,1
11382,10000,4,4,2,1
11778,10000,4,4,5,0
12581,10000,4,4,2,1
13869,10000,4,3,2,0
15755,10000,4,3,3,0
15766,10000,4,3,2,1
16288,10000,4,3,3,1
16560,10000,4,4,4,0
16583,10000,4,4,3,1
16589,10000,4,4,2,0
16787,10000,4,3,4,0
20357,10000,4,3,2,1
20365,10000,4,3,3,1
24967,10000,4,3,3,1
25199,10000,4,3,2,0
26021,10000,4,4,2,1
26151,10000,4,4,3,1
26460,10000,4,3,2,0
26596,10000,4,4,2,1
27193,10000,4,3,2,1
27605,10000,4,4,3,1
29130,10000,4,4,2,1
29249,10000,4,3,2,1
29419,10000,4,4,2,1
15584,600000,3,3,2,1
15664,550000,3,2,2,0
361,500000,3,3,4,1
1458,500000,3,2,2,1
4323,500000,3,3,2,0
9275,500000,3,2,2,0
20824,500000,3,3,2,0
21110,500000,3,3,2,0
25063,500000,3,2,2,0
25125,500000,3,3,2,1
26363,450000,3,2,2,0
9146,440000,3,3,3,1
14411,440000,3,3,3,1
19013,440000,3,2,2,1
19701,430000,3,2,2,0
2407,420000,3,3,2,1
16508,420000,3,2,2,1
18095,420000,3,3,2,0
20714,420000,3,2,2,0
27010,420000,3,3,2,1
27767,420000,3,3,2,0
8086,410000,3,3,2,1
4673,400000,3,3,4,1
29007,400000,3,2,2,0
6726,390000,3,3,2,1
9188,390000,3,3,2,0
17189,390000,3,3,2,1
23214,390000,3,3,2,0
961,380000,3,2,2,1
19518,380000,3,3,3,1
4347,370000,3,2,2,0
6890,370000,3,3,4,1
15696,370000,3,2,2,0
221,360000,3,3,2,1
1497,360000,3,3,2,1
2293,360000,3,2,2,0
5625,360000,3,2,3,1
9029,360000,3,2,2,0
10012,360000,3,2,2,0
10637,360000,3,2,2,0
10853,360000,3,2,2,1
14689,360000,3,3,3,1
15416,360000,3,3,3,1
16351,360000,3,2,2,0
20156,360000,3,3,2,0
29649,360000,3,3,3,1
4610,350000,3,3,2,0
7542,350000,3,3,2,0
12649,350000,3,3,2,1
15044,350000,3,2,2,1
24813,350000,3,3,2,1
24908,350000,3,2,2,0
29851,350000,3,2,2,0
5923,340000,3,3,4,1
13382,340000,3,3,2,0
22852,340000,3,3,3,1
6029,330000,3,2,2,0
13210,320000,3,2,2,0
14578,320000,3,2,2,1
18856,320000,3,2,2,1
22660,320000,3,2,2,0
9410,310000,3,2,2,0
17253,310000,3,3,2,1
18137,310000,3,2,2,0
21802,310000,3,3,2,0
3668,300000,3,2,2,0
6215,300000,3,2,3,0
6488,300000,3,3,2,0
9413,300000,3,2,2,0
24286,300000,3,2,2,0
27416,300000,3,2,3,1
27452,300000,3,2,2,0
28173,300000,3,2,3,1
1519,290000,3,3,2,0
14193,290000,3,2,2,0
23827,290000,3,3,2,0
27884,290000,3,2,2,0
28641,290000,3,3,2,1
29346,290000,3,3,2,1
29833,290000,3,3,2,1
1152,280000,3,2,2,0
4925,280000,3,2,2,0
5096,280000,3,3,2,0
5987,280000,3,2,2,0
9502,280000,3,3,2,0
9679,280000,3,3,2,1
10691,280000,3,3,3,0
13723,280000,3,3,2,1
15392,280000,3,3,2,0
10733,270000,3,3,2,1
19439,270000,3,3,2,1
19601,270000,3,3,2,1
21081,270000,3,2,2,0
1103,260000,3,3,2,0
1363,260000,3,3,2,1
5755,260000,3,2,2,1
11886,260000,3,3,2,0
14519,260000,3,3,2,0
17433,260000,3,3,2,1
21148,260000,3,3,3,1
22521,260000,3,3,2,0
22986,260000,3,3,2,1
24172,260000,3,3,2,1
4424,250000,3,2,2,0
9310,250000,3,3,2,0
9896,250000,3,3,2,1
11419,250000,3,2,2,0
13966,250000,3,2,3,0
14802,250000,3,3,2,0
17058,250000,3,3,2,0
17162,250000,3,3,2,1
17470,250000,3,3,3,1
18071,250000,3,2,2,0
19827,250000,3,3,2,0
26127,250000,3,3,2,0
136,240000,3,3,2,0
1146,240000,3,3,2,1
3239,240000,3,3,3,0
8927,240000,3,2,2,1
14492,240000,3,3,2,1
25366,240000,3,3,2,1
25746,240000,3,3,3,0
29145,240000,3,3,3,1
29669,240000,3,3,2,1
29874,240000,3,3,2,1
781,230000,3,3,2,0
3298,230000,3,3,4,1
6433,230000,3,3,2,0
11434,230000,3,3,2,1
12385,230000,3,3,2,1
12990,230000,3,3,2,1
14155,230000,3,2,2,0
15302,230000,3,2,2,0
17919,230000,3,3,2,1
19954,230000,3,3,2,0
21029,230000,3,2,2,1
21898,230000,3,3,3,1
23403,230000,3,2,2,0
24355,230000,3,3,2,0
24635,230000,3,2,2,0
327,220000,3,3,2,1
1945,220000,3,3,2,1
3909,220000,3,3,2,1
9909,220000,3,3,2,1
14462,220000,3,3,3,1
14755,220000,3,3,2,1
15360,220000,3,3,2,1
16702,220000,3,3,3,1
16711,220000,3,3,2,1
28115,220000,3,3,3,0
28569,220000,3,2,2,0
29528,220000,3,3,3,0
2901,210000,3,3,2,0
7347,210000,3,3,2,0
9338,210000,3,3,2,1
9710,210000,3,2,2,0
10398,210000,3,3,2,0
12459,210000,3,2,2,1
17147,210000,3,3,2,1
21770,210000,3,2,2,0
22792,210000,3,3,2,0
25799,210000,3,2,2,1
25816,210000,3,2,2,1
26912,210000,3,2,2,1
314,200000,3,3,2,1
424,200000,3,3,2,1
2295,200000,3,2,2,0
2396,200000,3,3,2,0
2482,200000,3,2,2,1
2796,200000,3,3,2,0
3607,200000,3,3,2,0
6047,200000,3,2,2,0
6639,200000,3,3,2,0
6722,200000,3,3,2,1
7700,200000,3,3,2,0
10057,200000,3,2,2,0
10704,200000,3,3,2,1
10812,200000,3,3,2,1
11714,200000,3,3,2,0
12058,200000,3,2,2,0
12491,200000,3,3,2,1
12670,200000,3,3,2,1
14347,200000,3,2,2,0
16139,200000,3,3,2,0
17538,200000,3,3,2,1
18631,200000,3,3,2,0
19805,200000,3,3,2,1
20868,200000,3,3,2,1
20976,200000,3,2,2,1
21085,200000,3,2,2,1
21334,200000,3,3,2,0
22460,200000,3,3,2,0
23050,200000,3,3,2,0
24109,200000,3,3,3,0
25306,200000,3,2,2,0
27206,200000,3,3,2,1
29050,200000,3,2,2,1
29477,200000,3,3,2,0
29611,200000,3,3,3,1
234,190000,3,3,2,1
5016,190000,3,3,2,0
6342,190000,3,3,2,1
19412,190000,3,3,2,0
24007,190000,3,3,2,0
24527,190000,3,3,2,0
1176,180000,3,3,2,1
1713,180000,3,3,2,1
2303,180000,3,2,2,1
2420,180000,3,3,3,0
4699,180000,3,3,2,0
4920,180000,3,2,2,0
5769,180000,3,2,2,1
6125,180000,3,3,2,1
8335,180000,3,3,2,1
10402,180000,3,3,2,1
10594,180000,3,2,2,1
11708,180000,3,2,2,0
12976,180000,3,2,2,0
13491,180000,3,3,2,1
18014,180000,3,3,2,1
19590,180000,3,3,2,0
21438,180000,3,2,2,0
21805,180000,3,3,2,0
22565,180000,3,2,3,0
24055,180000,3,3,3,0
25882,180000,3,2,2,1
1496,170000,3,3,2,0
11092,170000,3,3,2,0
19063,170000,3,2,2,0
23186,170000,3,2,2,1
24472,170000,3,2,2,0
24868,170000,3,3,2,0
24994,170000,3,3,3,0
27783,170000,3,3,2,0
27815,170000,3,3,2,0
1607,160000,3,3,3,1
2121,160000,3,3,2,0
4689,160000,3,3,2,1
7846,160000,3,3,4,0
8109,160000,3,2,2,1
9935,160000,3,3,2,1
13066,160000,3,3,2,1
13538,160000,3,2,2,0
13987,160000,3,3,3,1
14834,160000,3,2,3,1
15343,160000,3,3,2,0
16083,160000,3,2,2,1
17764,160000,3,2,2,0
17988,160000,3,2,2,1
18230,160000,3,3,2,0
19345,160000,3,3,2,0
20999,160000,3,3,2,1
21102,160000,3,3,2,1
21483,160000,3,3,2,1
21835,160000,3,2,2,0
25100,160000,3,3,2,1
25259,160000,3,2,2,0
26303,160000,3,2,2,1
26575,160000,3,2,2,1
26687,160000,3,3,2,1
27359,160000,3,3,2,1
1882,150000,3,3,2,1
2077,150000,3,2,2,1
2294,150000,3,3,2,1
4048,150000,3,3,2,1
4301,150000,3,2,2,1
4789,150000,3,3,2,1
4850,150000,3,2,2,1
4927,150000,3,3,2,0
5497,150000,3,3,2,0
6432,150000,3,3,3,0
7423,150000,3,3,2,1
7642,150000,3,2,2,0
8450,150000,3,3,2,1
10454,150000,3,3,2,0
10503,150000,3,3,2,1
10506,150000,3,2,2,0
11660,150000,3,2,2,1
11850,150000,3,2,2,0
14964,150000,3,3,4,0
16364,150000,3,3,2,1
16615,150000,3,3,2,1
17168,150000,3,3,2,1
17240,150000,3,3,2,0
17348,150000,3,2,2,1
19427,150000,3,3,2,0
20758,150000,3,3,3,1
21149,150000,3,3,3,1
21218,150000,3,3,2,1
22346,150000,3,3,2,1
23273,150000,3,3,2,0
25519,150000,3,3,2,1
25780,150000,3,3,2,0
28928,150000,3,3,2,1
2722,140000,3,3,2,1
3805,140000,3,2,2,0
5240,140000,3,3,2,0
7210,140000,3,3,2,0
7935,140000,3,3,2,1
9289,140000,3,2,2,0
9420,140000,3,3,2,0
10081,140000,3,2,2,1
10133,140000,3,3,2,1
10403,140000,3,3,2,0
13346,140000,3,3,2,0
13448,140000,3,2,2,0
13458,140000,3,3,2,0
14059,140000,3,2,2,0
14543,140000,3,3,2,0
16863,140000,3,3,2,0
17356,140000,3,3,2,0
19315,140000,3,3,2,1
20113,140000,3,3,2,1
21275,140000,3,2,2,1
23398,140000,3,3,2,1
24777,140000,3,2,2,0
25222,140000,3,3,2,1
25432,140000,3,3,3,1
29277,140000,3,2,3,1
2703,130000,3,3,2,0
3324,130000,3,2,2,0
4205,130000,3,3,2,0
4696,130000,3,3,2,1
4987,130000,3,2,2,1
5931,130000,3,3,3,0
7372,130000,3,2,2,0
7770,130000,3,3,2,1
8983,130000,3,3,2,1
10064,130000,3,3,2,1
11046,130000,3,3,2,1
11191,130000,3,3,3,0
11289,130000,3,3,3,1
11822,130000,3,2,2,0
16601,130000,3,3,2,1
16956,130000,3,3,2,0
18073,130000,3,3,2,0
18473,130000,3,3,2,0
18708,130000,3,3,2,0
20593,130000,3,3,2,0
21354,130000,3,3,2,0
21575,130000,3,2,2,0
21851,130000,3,2,2,0
22045,130000,3,3,3,0
24008,130000,3,3,2,0
25569,130000,3,3,2,1
26683,130000,3,3,2,1
26901,130000,3,3,2,1
27086,130000,3,3,2,1
27854,130000,3,3,2,0
29400,130000,3,3,2,0
3931,120000,3,3,2,1
6376,120000,3,2,2,1
7748,120000,3,3,4,1
9767,120000,3,2,2,0
11732,120000,3,3,2,1
11773,120000,3,3,2,1
12092,120000,3,3,2,0
16689,120000,3,3,3,1
16753,120000,3,3,2,0
17932,120000,3,3,2,1
18570,120000,3,2,2,0
18862,120000,3,2,2,0
21424,120000,3,3,2,0
23495,120000,3,3,3,0
24333,120000,3,3,2,0
26431,120000,3,3,2,1
26894,120000,3,3,2,0
28413,120000,3,3,2,0
321,110000,3,2,2,1
2842,110000,3,3,2,0
3310,110000,3,3,2,1
3728,110000,3,2,2,1
6275,110000,3,2,2,1
7281,110000,3,2,2,0
7335,110000,3,3,2,1
9258,110000,3,3,2,0
10111,110000,3,2,2,1
10322,110000,3,3,2,0
11611,110000,3,3,2,1
12758,110000,3,2,2,0
13275,110000,3,2,2,0
13357,110000,3,3,2,0
14568,110000,3,2,2,0
16247,110000,3,3,2,0
16420,110000,3,3,2,0
17535,110000,3,3,2,1
17724,110000,3,2,2,0
20298,110000,3,3,2,1
21688,110000,3,2,3,0
22876,110000,3,2,2,0
27678,110000,3,3,2,1
27857,110000,3,3,2,0
29635,110000,3,3,3,1
186,100000,3,2,2,1
551,100000,3,3,2,1
1145,100000,3,3,2,1
1244,100000,3,3,2,1
1921,100000,3,2,2,1
2127,100000,3,3,2,0
