customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnFlag,TenureGroup,MonthlyChargeBand,ServiceCount,ContractRisk,EstimatedCustomerValue,ChurnProbability,PredictedChurn,RiskBand,MonthlyChargesAtRisk
1023-BQXZE,Male,0,No,No,57,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.35,4317.35,No,0,49-60 Months,High,5,Low Contract Risk,4237.95,0.04631382553834367,No,Low Risk,0.0
9163-GHAYE,Female,0,No,No,15,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,48.85,736.8,No,0,13-24 Months,Medium,2,High Contract Risk,732.75,0.22809330310460524,No,Low Risk,0.0
3904-UKFRE,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.1,336.15,No,0,0-12 Months,High,3,High Contract Risk,320.4,0.5977619168231008,Yes,Medium Risk,0.0
5353-WILCI,Female,0,No,No,28,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.05,1522.65,No,0,25-48 Months,Medium,3,High Contract Risk,1569.3999999999999,0.11695189330622902,No,Low Risk,0.0
0709-TVGUR,Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.55,622.9,Yes,1,0-12 Months,High,2,High Contract Risk,670.9499999999999,0.6833222064448283,Yes,High Risk,74.55
0058-EVZWM,Female,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.8,4959.6,No,0,49-60 Months,High,4,High Contract Risk,4939.0,0.22997710026275034,No,Low Risk,0.0
6023-YEBUP,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.95,329.95,Yes,1,0-12 Months,Very High,5,High Contract Risk,302.85,0.8280957651334222,Yes,High Risk,100.95
7209-JCUDS,Male,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.9,1048.85,Yes,1,0-12 Months,High,4,High Contract Risk,949.0,0.6878125682673004,Yes,High Risk,94.9
7009-PCARS,Male,0,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.1,1001.5,No,0,49-60 Months,Low,1,Medium Contract Risk,1050.5,0.03604867929473934,No,Low Risk,0.0
0519-DRGTI,Female,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,442.6,No,0,13-24 Months,Low,1,High Contract Risk,407.0,0.07462499583902941,No,Low Risk,0.0
1017-FBQMM,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.05,6703.5,No,0,61+ Months,Very High,6,Medium Contract Risk,6575.099999999999,0.16143710617378126,No,Low Risk,0.0
3001-CBHLQ,Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.9,3351.55,Yes,1,25-48 Months,Very High,6,High Contract Risk,3356.8,0.5510554212290382,Yes,Medium Risk,0.0
1985-MBRYP,Female,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.65,779.25,No,0,25-48 Months,Low,1,Low Contract Risk,844.9499999999999,0.02740674878396731,No,Low Risk,0.0
6158-DWPZT,Male,0,Yes,No,9,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),24.1,259.8,Yes,1,0-12 Months,Low,0,Medium Contract Risk,216.9,0.1929672506775039,No,Low Risk,0.0
9372-TXXPS,Female,0,Yes,No,60,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),59.85,3483.45,No,0,49-60 Months,Medium,4,Low Contract Risk,3591.0,0.021752762989245517,No,Low Risk,0.0
3259-QMXUN,Male,0,Yes,No,58,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,86.1,4890.5,No,0,49-60 Months,High,7,Low Contract Risk,4993.799999999999,0.07018120282048633,No,Low Risk,0.0
1015-JPFYW,Male,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.45,136.75,No,0,0-12 Months,Low,1,Medium Contract Risk,136.15,0.05742691762955648,No,Low Risk,0.0
6645-MXQJT,Male,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,97.1,184.15,No,0,0-12 Months,High,4,High Contract Risk,194.2,0.5822218896421529,Yes,Medium Risk,0.0
4360-QRAVE,Male,1,No,No,37,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,36.65,1315.0,No,0,25-48 Months,Medium,2,High Contract Risk,1356.05,0.23100629038479098,No,Low Risk,0.0
8433-WPJTV,Female,1,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.9,6767.1,No,0,61+ Months,Very High,6,Medium Contract Risk,6753.5,0.16882486897462212,No,Low Risk,0.0
5804-JMYIO,Female,0,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,757.95,No,0,25-48 Months,Low,1,Low Contract Risk,770.25,0.022063916656277653,No,Low Risk,0.0
3763-GCZHZ,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,104.05,6890.0,Yes,1,61+ Months,Very High,6,Medium Contract Risk,6867.3,0.22926465020405154,No,Low Risk,0.0
6484-LATFU,Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.55,1657.4,No,0,61+ Months,Low,2,Low Contract Risk,1669.4,0.02325702251472386,No,Low Risk,0.0
7599-NTMDP,Female,0,Yes,Yes,62,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),48.7,3008.55,No,0,61+ Months,Medium,4,Low Contract Risk,3019.4,0.027300370108678945,No,Low Risk,0.0
0772-GYEQQ,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,88.35,262.05,Yes,1,0-12 Months,High,4,High Contract Risk,265.04999999999995,0.5904596954399565,Yes,Medium Risk,0.0
0536-ACXIP,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.55,8165.1,No,0,61+ Months,Very High,7,Low Contract Risk,7887.599999999999,0.08399464795705332,No,Low Risk,0.0
0936-NQLJU,Female,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.65,875.55,No,0,25-48 Months,Low,1,Low Contract Risk,846.65,0.022188061443804846,No,Low Risk,0.0
4831-EOBFE,Male,0,Yes,Yes,29,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),94.65,2649.15,Yes,1,25-48 Months,High,4,High Contract Risk,2744.8500000000004,0.28022468358786273,No,Low Risk,0.0
1575-KRZZE,Female,0,No,No,4,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.2,220.65,No,0,0-12 Months,Medium,3,High Contract Risk,220.8,0.21615658796378373,No,Low Risk,0.0
3251-YMVWZ,Male,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.05,1301.9,No,0,49-60 Months,Low,2,Medium Contract Risk,1274.65,0.043787331559957704,No,Low Risk,0.0
4102-OQUPX,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,74.4,Yes,1,0-12 Months,High,2,High Contract Risk,74.4,0.8469943135896922,Yes,High Risk,74.4
9170-GYZJC,Female,0,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),79.9,3326.2,Yes,1,25-48 Months,High,7,High Contract Risk,3275.9,0.09566220864735955,No,Low Risk,0.0
4884-LEVMQ,Male,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.45,790.0,No,0,25-48 Months,Low,1,Low Contract Risk,797.55,0.02740674878396731,No,Low Risk,0.0
8857-CUPFQ,Male,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.25,1237.65,No,0,61+ Months,Low,1,Low Contract Risk,1212.75,0.020837423718393398,No,Low Risk,0.0
7610-TVOPG,Male,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.35,378.6,No,0,13-24 Months,Low,2,High Contract Risk,395.25,0.19429758824872648,No,Low Risk,0.0
3638-DIMPH,Female,0,Yes,No,13,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,43.8,592.65,No,0,13-24 Months,Medium,1,Medium Contract Risk,569.4,0.13661524814625528,No,Low Risk,0.0
1845-ZLLIG,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,50.15,No,0,0-12 Months,Medium,2,High Contract Risk,50.15,0.5429459107545518,Yes,Medium Risk,0.0
8559-WNQZS,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,20.45,No,0,0-12 Months,Low,1,Low Contract Risk,20.45,0.10797150540864477,No,Low Risk,0.0
3999-QGRJH,Male,1,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,560.85,Yes,1,0-12 Months,Medium,1,High Contract Risk,557.6,0.6221389714343472,Yes,High Risk,69.7
1699-UOTXU,Male,0,No,No,60,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,61.4,3638.25,No,0,49-60 Months,Medium,4,Low Contract Risk,3684.0,0.039356122070530845,No,Low Risk,0.0
2454-RPBRZ,Female,1,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.1,1060.2,Yes,1,0-12 Months,High,5,High Contract Risk,1177.1999999999998,0.7233330754351832,Yes,High Risk,98.1
0635-WKOLD,Male,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),70.75,2921.75,No,0,25-48 Months,High,5,Medium Contract Risk,2830.0,0.06734944346000037,No,Low Risk,0.0
5993-JSUWV,Female,0,No,No,66,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),61.15,4017.45,No,0,61+ Months,Medium,4,Low Contract Risk,4035.9,0.03141214264947864,No,Low Risk,0.0
4518-FZBSX,Male,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,854.9,No,0,25-48 Months,Low,1,Medium Contract Risk,850.5,0.03692758139743251,No,Low Risk,0.0
5387-ASZNZ,Female,1,No,No,66,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),63.85,4174.35,No,0,61+ Months,Medium,5,Medium Contract Risk,4214.1,0.04786576213192867,No,Low Risk,0.0
6988-CJEYV,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.7,4920.55,No,0,49-60 Months,High,5,High Contract Risk,4836.3,0.4344628399541429,No,Medium Risk,0.0
2002-MZHWP,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,20.5,Yes,1,0-12 Months,Low,1,High Contract Risk,20.5,0.29872100466145696,No,Low Risk,0.0
3097-FQTVJ,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,810.3,No,0,25-48 Months,Low,1,Low Contract Risk,820.0,0.022188061443804846,No,Low Risk,0.0
5465-BUBFA,Female,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.3,772.4,No,0,25-48 Months,Low,1,Low Contract Risk,791.3000000000001,0.022063916656277653,No,Low Risk,0.0
7299-GNVPL,Female,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,84.4,1936.85,No,0,13-24 Months,High,4,High Contract Risk,1941.2,0.15852125111175963,No,Low Risk,0.0
9743-DQKQW,Male,0,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.1,79.8,No,0,0-12 Months,Low,0,High Contract Risk,75.30000000000001,0.5149221379462037,Yes,Medium Risk,0.0
1215-VFYVK,Female,0,No,No,4,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,48.25,202.25,No,0,0-12 Months,Medium,4,High Contract Risk,193.0,0.2155690398613068,No,Low Risk,0.0
9371-BITHB,Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,1070.5,No,0,49-60 Months,Low,1,Low Contract Risk,1032.2,0.022063916656277653,No,Low Risk,0.0
2265-CYWIV,Female,1,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.6,347.65,Yes,1,0-12 Months,High,5,High Contract Risk,398.4,0.7476184905710773,Yes,High Risk,99.6
9093-FPDLG,Female,0,No,No,11,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.2,999.9,No,0,0-12 Months,High,5,High Contract Risk,1036.2,0.5186974396437048,Yes,Medium Risk,0.0
0541-FITGH,Female,0,Yes,No,2,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,62.15,113.1,No,0,0-12 Months,Medium,3,High Contract Risk,124.3,0.35484850578855465,No,Medium Risk,0.0
6985-HAYWX,Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),79.3,2015.8,No,0,25-48 Months,High,3,High Contract Risk,2061.7999999999997,0.27624789733413013,No,Low Risk,0.0
7508-KBIMB,Male,0,Yes,Yes,24,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),56.25,1454.25,No,0,13-24 Months,Medium,3,Medium Contract Risk,1350.0,0.0708554021365014,No,Low Risk,0.0
6838-HVLXG,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,246.7,No,0,0-12 Months,Low,1,High Contract Risk,243.60000000000002,0.09930474927834759,No,Low Risk,0.0
2277-DJJDL,Male,1,Yes,No,60,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.0,6017.9,No,0,49-60 Months,High,5,High Contract Risk,5940.0,0.3857050368166188,No,Medium Risk,0.0
1897-OKVMW,Female,0,Yes,Yes,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.6,5817.45,No,0,61+ Months,High,8,Low Contract Risk,5798.4,0.029852797919000078,No,Low Risk,0.0
5485-ITNPC,Male,0,Yes,No,66,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.9,5595.3,No,0,61+ Months,High,7,Low Contract Risk,5669.400000000001,0.027570846073044285,No,Low Risk,0.0
0233-FTHAV,Female,0,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),79.2,4765.0,No,0,49-60 Months,High,3,Medium Contract Risk,4752.0,0.10312526992819913,No,Low Risk,0.0
4644-PIZRT,Male,0,Yes,Yes,17,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),70.35,1201.65,No,0,13-24 Months,High,5,Medium Contract Risk,1195.9499999999998,0.11374237746242394,No,Low Risk,0.0
8922-NPKBJ,Male,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,867.3,No,0,25-48 Months,Low,1,Low Contract Risk,812.7,0.022063916656277653,No,Low Risk,0.0
2740-TVLFN,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.15,50.15,No,0,0-12 Months,Medium,2,High Contract Risk,50.15,0.6784734910141745,Yes,High Risk,50.15
7771-CFQRQ,Female,0,Yes,Yes,47,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),63.8,3007.25,No,0,25-48 Months,Medium,4,Low Contract Risk,2998.6,0.03363103803453889,No,Low Risk,0.0
9512-PHSMG,Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55,252.75,No,0,0-12 Months,Low,1,High Contract Risk,205.5,0.12306381547305874,No,Low Risk,0.0
6963-EZQEE,Male,1,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.55,6306.5,No,0,61+ Months,High,8,Low Contract Risk,6198.5,0.03127727036254145,No,Low Risk,0.0
2452-KDRRH,Male,1,No,No,67,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.4,6841.05,No,0,61+ Months,Very High,5,High Contract Risk,6793.8,0.37188033028344164,No,Medium Risk,0.0
2004-OCQXK,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.95,81.95,Yes,1,0-12 Months,High,2,High Contract Risk,81.95,0.8365008288606641,Yes,High Risk,81.95
5027-QPKTE,Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,451.1,Yes,1,0-12 Months,Medium,1,High Contract Risk,485.44999999999993,0.6024437531119409,Yes,High Risk,69.35
4146-SVFUD,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.6,44.6,No,0,0-12 Months,Medium,1,High Contract Risk,44.6,0.512196654971884,Yes,Medium Risk,0.0
1564-HJUVY,Male,0,No,No,4,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.75,226.2,No,0,0-12 Months,Medium,4,High Contract Risk,255.0,0.30390218527085194,No,Medium Risk,0.0
3617-XLSGQ,Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),109.25,7082.5,No,0,61+ Months,Very High,7,Low Contract Risk,7210.5,0.08937918037642034,No,Low Risk,0.0
7517-LDMPS,Female,0,No,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,1017.35,No,0,0-12 Months,High,3,High Contract Risk,1015.1999999999999,0.5726339586027254,Yes,Medium Risk,0.0
7244-KXYZN,Female,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.45,527.35,No,0,13-24 Months,Low,1,Medium Contract Risk,490.79999999999995,0.04064838288920519,No,Low Risk,0.0
5226-NOZFC,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.75,2146.5,No,0,25-48 Months,High,3,High Contract Risk,2229.5,0.4336012272505105,No,Medium Risk,0.0
2672-HUYVI,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.1,455.3,Yes,1,0-12 Months,High,3,High Contract Risk,546.5999999999999,0.7032257605136801,Yes,High Risk,91.1
1400-WIVLL,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,107.95,5969.85,No,0,49-60 Months,Very High,6,Low Contract Risk,6153.150000000001,0.13991031302084017,No,Low Risk,0.0
7508-MYBOG,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.1,1235.55,Yes,1,13-24 Months,High,3,High Contract Risk,1205.3999999999999,0.6714619243213973,Yes,High Risk,86.1
8148-NLEGT,Female,0,Yes,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.95,1014.25,No,0,25-48 Months,Low,2,Low Contract Risk,963.9,0.03452973481054116,No,Low Risk,0.0
0148-DCDOS,Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.7,2362.1,Yes,1,25-48 Months,High,4,High Contract Risk,2367.5,0.47896061377735605,No,Medium Risk,0.0
8347-GDTMP,Female,0,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,1225.65,No,0,61+ Months,Low,1,Low Contract Risk,1244.8,0.020837423718393398,No,Low Risk,0.0
9992-RRAMN,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.1,1873.7,Yes,1,13-24 Months,High,3,High Contract Risk,1872.1999999999998,0.5644441505120481,Yes,Medium Risk,0.0
6746-WAUWT,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.7,386.5,No,0,13-24 Months,Low,1,Medium Contract Risk,374.3,0.05075750634191885,No,Low Risk,0.0
0310-MVLET,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15,6010.05,Yes,1,61+ Months,High,5,High Contract Risk,6048.150000000001,0.4412183483253475,No,Medium Risk,0.0
0428-IKYCP,Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.0,1850.65,No,0,13-24 Months,High,3,High Contract Risk,1914.0,0.3826469438063933,No,Medium Risk,0.0
4550-VBOFE,Male,1,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.95,7101.5,Yes,1,61+ Months,Very High,6,High Contract Risk,7206.5,0.4485141428710381,No,Medium Risk,0.0
2187-PKZAY,Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.95,1043.4,No,0,0-12 Months,High,2,High Contract Risk,959.4000000000001,0.5159673951768062,Yes,Medium Risk,0.0
4003-OCTMP,Female,0,Yes,No,31,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,64.0,1910.75,No,0,25-48 Months,Medium,4,Medium Contract Risk,1984.0,0.08353170108094524,No,Low Risk,0.0
6652-YFFJO,Female,0,No,No,11,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.9,716.1,No,0,0-12 Months,Medium,3,High Contract Risk,713.9000000000001,0.38773242259848145,No,Medium Risk,0.0
7225-IILWY,Male,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,1686.15,No,0,61+ Months,Low,2,Low Contract Risk,1751.0,0.023127038226193948,No,Low Risk,0.0
5248-RPYWW,Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.15,6716.45,No,0,61+ Months,High,8,Low Contract Risk,6490.8,0.026444179197019392,No,Low Risk,0.0
7923-IYJWY,Male,1,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.1,7839.85,No,0,61+ Months,Very High,8,Low Contract Risk,7778.7,0.0739571957250095,No,Low Risk,0.0
3170-GWYKC,Female,0,No,No,60,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.95,6236.75,No,0,49-60 Months,Very High,6,High Contract Risk,6297.0,0.22536827072300686,No,Low Risk,0.0
5696-QURRL,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.05,45.05,Yes,1,0-12 Months,Medium,1,High Contract Risk,45.05,0.5919531673413575,Yes,Medium Risk,0.0
7409-KIUTL,Female,1,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,71.0,Yes,1,0-12 Months,High,1,High Contract Risk,71.0,0.8236807571427062,Yes,High Risk,71.0
9830-ECLEN,Male,0,Yes,Yes,58,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,50.0,2919.85,No,0,49-60 Months,Medium,4,Medium Contract Risk,2900.0,0.0649270354043968,No,Low Risk,0.0
1732-VHUBQ,Female,1,Yes,Yes,47,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.55,3309.25,Yes,1,25-48 Months,High,1,High Contract Risk,3315.85,0.26840164679046635,No,Low Risk,0.0
0495-RVCBF,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.7,79.7,Yes,1,0-12 Months,High,2,High Contract Risk,79.7,0.8365008288606641,Yes,High Risk,79.7
2668-TZSPS,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,20.45,No,0,0-12 Months,Low,1,High Contract Risk,20.45,0.29872100466145696,No,Low Risk,0.0
7854-EDSSA,Male,0,No,No,22,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,59.0,1254.7,Yes,1,13-24 Months,Medium,4,High Contract Risk,1298.0,0.1757142568305432,No,Low Risk,0.0
8869-TORSS,Female,0,No,No,48,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),60.35,2896.4,Yes,1,25-48 Months,Medium,4,Medium Contract Risk,2896.8,0.04733596743129682,No,Low Risk,0.0
7446-SFAOA,Female,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,717.5,No,0,25-48 Months,Low,1,Medium Contract Risk,734.45,0.045701483445277184,No,Low Risk,0.0
