CLIENT_ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT,SexLabel,EducationLabel,MarriageLabel,AgeGroup,LimitBand,AvgBillAmount,AvgPaymentAmount,TotalBillAmount,TotalPaymentAmount,RecentDelinquencyCount,SevereDelinquencyCount,MaxRepaymentDelay,AvgRepaymentStatus,RepaymentTrend,BillUtilization,LatestUtilization,PaymentToBillRatio,RecentPaymentToBillRatio,BillTrend,PaymentTrend
18738,310000,2,2,2,26,0,0,0,0,0,0,11566,9532,10687,12754,16105,18823,3010,5002,4008,5000,5000,912,0,Female,University,Single,25-34,300K-500K,13244.5,3822.0,79467,22932,0,0,0,0.0,0,0.0427241935483871,0.03730967741935484,0.2885689837418835,0.3781539042345687,-7257,2098
18739,240000,2,2,2,26,0,0,0,0,0,0,210437,212486,205728,205275,192059,195620,9016,10000,9000,6600,7100,7500,0,Female,University,Single,25-34,200K-300K,203600.83333333334,8202.666666666666,1221605,49216,0,0,0,0.0,0,0.8483368055555556,0.8768208333333334,0.040287948814920684,0.044565196642975764,14817,1516
18740,200000,2,1,2,26,-1,-1,-1,-2,-2,-1,2318,7298,0,0,0,980,7478,0,0,0,980,0,0,Female,Graduate School,Single,25-34,100K-200K,1766.0,1409.6666666666667,10596,8458,0,0,-1,-1.3333333333333333,0,0.00883,0.01159,0.7981504199301689,0.7775813663304565,1338,7478
18741,440000,2,2,2,27,0,0,0,0,0,0,197019,182336,182617,166031,148157,142034,6040,12538,5047,10522,6082,10018,0,Female,University,Single,25-34,300K-500K,169699.0,8374.5,1018194,50247,0,0,0,0.0,0,0.38567954545454547,0.44777045454545455,0.04934909324834634,0.04203938623385821,54985,-3978
18742,180000,2,2,2,27,0,0,0,0,-1,-1,16996,9049,9744,8907,557,0,1249,1144,1907,557,0,0,0,Female,University,Single,25-34,100K-200K,7542.166666666667,809.5,45253,4857,0,0,0,-0.3333333333333333,1,0.041900925925925925,0.09442222222222223,0.10732752905820479,0.12014529198100028,16996,1249
18743,300000,2,1,2,29,-2,-1,-1,0,0,0,25370,18078,21245,36737,37071,24930,21250,23005,35012,25000,24000,24000,0,Female,Graduate School,Single,25-34,200K-300K,27238.5,25377.833333333332,163431,152267,0,0,0,-0.6666666666666666,-2,0.090795,0.08456666666666666,0.9316841255078565,1.2252604569202707,440,-2750
18744,160000,2,2,2,30,0,0,2,-1,0,0,17357,4747,4500,32468,22485,119853,2250,0,32468,2000,104465,4602,0,Female,University,Single,25-34,100K-200K,33568.333333333336,24297.5,201410,145785,1,1,2,0.16666666666666666,0,0.20980208333333336,0.10848125,0.7238184607593429,1.3049426799473782,-102496,-2352
18745,160000,2,1,2,30,1,2,2,2,2,0,151270,153276,155301,155152,144602,148199,6000,6085,12534,0,6000,6000,0,Female,Graduate School,Single,25-34,100K-200K,151300.0,6103.166666666667,907800,36619,5,4,2,1.5,1,0.945625,0.9454375,0.040338135780859465,0.053537255788869365,3071,0
18746,230000,2,2,2,30,-1,2,-1,0,0,-2,1855,187,6254,16549,6392,1828,0,6270,14085,6396,9,6172,0,Female,University,Single,25-34,200K-300K,5510.833333333333,5488.666666666667,33065,32932,1,1,2,-0.3333333333333333,1,0.02396014492753623,0.008065217391304348,0.9959474989415109,2.4532963721827166,27,-6172
18747,160000,2,1,1,30,2,0,0,0,0,2,74286,75151,77346,78921,83303,81852,2700,3400,3458,6300,0,3200,1,Female,Graduate School,Married,25-34,100K-200K,78476.5,3176.3333333333335,470859,19058,2,2,2,0.6666666666666666,0,0.490478125,0.4642875,0.04047487575924903,0.042145830393678564,-7566,-500
18748,200000,2,1,2,28,-1,-1,2,-1,-1,-1,38783,62793,1286,1117,1117,0,26286,0,1117,1117,0,1128,0,Female,Graduate School,Single,25-34,100K-200K,17516.0,4941.333333333333,105096,29648,1,1,2,-0.5,0,0.08758,0.193915,0.28210129689715213,0.26640288539124857,38783,25158
18749,240000,2,2,2,29,0,0,0,0,0,0,66473,46296,36751,35625,33114,35473,8000,2002,1600,2000,3000,10000,0,Female,University,Single,25-34,200K-300K,42288.666666666664,4433.666666666667,253732,26602,0,0,0,0.0,0,0.17620277777777776,0.27697083333333333,0.10484249191078811,0.07759445161549214,31000,-2000
18750,420000,2,1,2,29,0,0,0,-2,-2,-2,52898,16200,0,0,0,0,3000,0,0,0,0,84363,0,Female,Graduate School,Single,25-34,300K-500K,11516.333333333334,14560.5,69098,87363,0,0,0,-1.0,2,0.02741984126984127,0.12594761904761906,1.2643164155776494,0.04341596839317501,52898,-81363
18751,210000,2,1,2,30,-1,-1,-1,-1,-1,0,390,390,390,390,980,590,390,390,390,980,0,1288,0,Female,Graduate School,Single,25-34,200K-300K,521.6666666666666,573.0,3130,3438,0,0,0,-0.8333333333333334,-1,0.002484126984126984,0.0018571428571428571,1.0980517406579369,0.9991460290350128,-200,-898
18752,220000,2,1,2,28,0,0,0,0,0,0,157215,161006,165222,168145,169162,172041,6502,8100,8200,6000,6200,6200,0,Female,Graduate School,Single,25-34,200K-300K,165465.16666666666,6867.0,992791,41202,0,0,0,0.0,0,0.7521143939393939,0.7146136363636364,0.041501140218696365,0.047165752393245136,-14826,302
18753,200000,2,1,1,28,-1,-1,-1,-1,-1,-1,1878,576,4251,1358,300,0,576,4251,1358,300,8909,5670,0,Female,Graduate School,Married,25-34,100K-200K,1393.8333333333333,3510.6666666666665,8363,21064,0,0,-1,-1.0,0,0.006969166666666666,0.00939,2.518412242945959,0.9223083805547271,1878,-5094
18754,230000,2,2,2,28,1,-2,-1,2,-1,-1,0,0,233,233,20,0,0,233,0,20,0,0,0,Female,University,Single,25-34,200K-300K,81.0,42.166666666666664,486,253,2,1,2,-0.3333333333333333,2,0.0003521739130434783,0.0,0.5195071868583162,0.9957264957264957,0,0
18755,250000,2,1,2,28,0,0,0,-1,-1,-2,3731,4695,7604,2919,0,0,1000,3000,3000,0,0,0,0,Female,Graduate School,Single,25-34,200K-300K,3158.1666666666665,1166.6666666666667,18949,7000,0,0,0,-0.6666666666666666,2,0.012632666666666665,0.014924,0.36939313984168864,0.4366539829081155,3731,1000
18756,80000,2,2,1,28,0,0,0,0,0,-2,58784,55209,56626,56387,15980,1134,1970,2300,1352,700,1134,48,0,Female,University,Married,25-34,50K-100K,40686.666666666664,1250.6666666666667,244120,7504,0,0,0,-0.3333333333333333,2,0.5085833333333333,0.7348,0.030738854912113256,0.03295041612941039,57650,1922
18757,80000,2,2,1,26,0,0,0,0,-1,0,26158,27041,27797,5958,11341,5259,1623,5879,1000,11360,486,478,0,Female,University,Married,25-34,50K-100K,17259.0,3471.0,103554,20826,0,0,0,-0.16666666666666666,0,0.2157375,0.326975,0.2011105209791898,0.10496685062409719,20899,1145
18758,50000,2,3,1,26,-1,2,0,0,0,0,6064,5432,6090,6626,6513,6097,0,1136,1062,339,187,364,1,Female,High School,Married,25-34,<=50K,6137.0,514.6666666666666,36822,3088,1,1,2,0.16666666666666666,-1,0.12274,0.12128,0.08386063058414578,0.12497867743219424,-33,-364
18759,20000,2,2,2,26,-1,-1,-1,-1,-1,-2,767,376,987,1119,-222,-222,376,987,1200,0,0,0,1,Female,University,Single,25-34,<=50K,467.5,427.1666666666667,2805,2563,0,0,-1,-1.1666666666666667,1,0.023375,0.03835,0.913399857448325,1.2027217268887846,989,376
18760,60000,2,2,1,27,0,0,0,0,0,0,54900,55948,55188,55960,56564,57464,1971,2000,2003,2003,2070,2140,1,Female,University,Married,25-34,50K-100K,56004.0,2031.1666666666667,336024,12187,0,0,0,0.0,0,0.9334,0.915,0.03626813481139796,0.03597993218379036,-2564,-169
18761,50000,2,2,2,27,2,2,2,2,0,0,19410,22085,23435,22765,22990,23369,3000,2000,0,900,900,1006,1,Female,University,Single,25-34,<=50K,22342.333333333332,1301.0,134054,7806,4,4,2,1.3333333333333333,2,0.44684666666666667,0.3882,0.05822983103949871,0.07700482050176341,-3959,1994
18762,310000,2,1,2,28,0,0,0,0,0,0,8193,43012,36780,31372,17308,35943,43003,2107,1246,346,30000,53000,0,Female,Graduate School,Single,25-34,300K-500K,28768.0,21617.0,172608,129702,0,0,0,0.0,0,0.0928,0.026429032258064516,0.7514208413234535,0.526856545359489,-27750,-9997
18763,140000,2,1,2,29,0,0,0,0,0,0,58971,18772,20354,23409,26440,28507,7062,2354,3409,3440,2507,4572,0,Female,Graduate School,Single,25-34,100K-200K,29408.833333333332,3890.6666666666665,176453,23344,0,0,0,0.0,0,0.21006309523809524,0.4212214285714286,0.13229510240629286,0.13073661032844705,30464,2490
18764,220000,2,1,2,27,0,0,0,0,0,0,67028,32546,29814,31488,8495,10170,5332,5000,10238,5000,5000,2000,0,Female,Graduate School,Single,25-34,200K-300K,29923.5,5428.333333333333,179541,32570,0,0,0,0.0,0,0.1360159090909091,0.30467272727272726,0.18140602198928385,0.1589779656694155,56858,3332
18765,130000,2,2,2,27,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,University,Single,25-34,100K-200K,0.0,0.0,0,0,1,0,1,-1.5,3,0.0,0.0,0.0,0.0,0,0
18766,300000,2,1,2,29,-1,-1,-1,-1,-1,-2,3438,28,342,25022,0,0,28,342,25081,0,0,0,0,Female,Graduate School,Single,25-34,200K-300K,4805.0,4241.833333333333,28830,25451,0,0,-1,-1.1666666666666667,1,0.016016666666666665,0.01146,0.8827650792549686,5.0,3438,28
18767,140000,2,3,2,28,-1,-1,-1,-1,0,-1,800,7937,9920,7078,3936,1555,7937,10132,7084,4,1555,0,0,Female,High School,Single,25-34,100K-200K,5204.333333333333,4452.0,31226,26712,0,0,0,-0.8333333333333334,0,0.03717380952380952,0.005714285714285714,0.855413584398117,1.3481080501661487,-755,7937
18768,400000,2,1,2,29,-1,-1,-2,-2,-2,-2,1158,95,0,0,0,0,95,0,0,0,0,0,0,Female,Graduate School,Single,25-34,300K-500K,208.83333333333334,15.833333333333334,1253,95,0,0,-1,-1.6666666666666667,1,0.0005220833333333334,0.002895,0.07575757575757576,0.07575757575757576,1158,95
18769,200000,2,1,1,30,1,2,2,2,-1,-1,38398,20693,27932,12585,45031,19836,0,15015,0,45031,20000,45010,0,Female,Graduate School,Married,25-34,100K-200K,27412.5,20842.666666666668,164475,125056,4,3,2,0.8333333333333334,2,0.1370625,0.19199,0.7603297745567742,0.17253861003861004,18562,-45010
18770,150000,2,1,2,29,-1,-1,-2,-1,-1,-1,3305,0,0,1298,359,6100,0,0,1298,359,6100,0,0,Female,Graduate School,Single,25-34,100K-200K,1843.6666666666667,1292.8333333333333,11062,7757,0,0,-1,-1.1666666666666667,0,0.012291111111111112,0.022033333333333332,0.701166048992136,0.3926194797338173,-2795,0
18771,420000,2,1,2,27,0,0,0,0,0,0,41354,45723,33124,31987,23703,22776,7004,9000,7000,5000,5000,10433,0,Female,Graduate School,Single,25-34,300K-500K,33111.166666666664,7239.5,198667,43437,0,0,0,0.0,0,0.0788361111111111,0.09846190476190476,0.21864115005939558,0.1913778472903945,18578,-3429
18772,230000,2,2,2,26,-1,-1,0,0,0,-1,18612,90523,86813,35695,5555,15165,90523,10000,5170,5000,15165,8981,0,Female,University,Single,25-34,200K-300K,42060.5,22473.166666666668,252363,134839,0,0,0,-0.5,0,0.18287173913043478,0.08092173913043478,0.5343036249227306,0.5393903515710721,3447,81542
18773,210000,2,1,2,27,0,0,0,0,0,0,16186,16914,18288,19301,19383,19940,1300,1650,1620,700,870,880,0,Female,Graduate School,Single,25-34,200K-300K,18335.333333333332,1170.0,110012,7020,0,0,0,0.0,0,0.0873111111111111,0.07707619047619048,0.06381064056066102,0.08892953744964875,-3754,420
18774,120000,2,1,2,27,-1,-1,-1,-1,-1,-1,22225,1118,490,1433,0,1096,1118,490,1433,0,1096,0,0,Female,Graduate School,Single,25-34,100K-200K,4393.666666666667,689.5,26362,4137,0,0,-1,-1.0,0,0.03661388888888889,0.18520833333333334,0.15692447748738764,0.12759083661995468,21129,1118
18775,50000,2,1,2,28,0,0,0,0,0,0,36917,38098,36700,37319,37633,40307,2100,2000,1700,1307,3400,1500,0,Female,Graduate School,Single,25-34,<=50K,37829.0,2001.1666666666667,226974,12007,0,0,0,0.0,0,0.75658,0.73834,0.052900099129860115,0.051917361881914856,-3390,600
18776,200000,2,2,2,28,0,0,0,0,0,0,59373,55040,54414,53504,53670,45539,6002,3008,2006,2045,1346,1196,0,Female,University,Single,25-34,100K-200K,53590.0,2600.5,321540,15603,0,0,0,0.0,0,0.26795,0.296865,0.048525693457443994,0.06524984007392139,13834,4806
18777,180000,2,2,2,28,0,0,0,-1,-1,-2,8689,6750,9893,2690,0,0,3000,3968,2690,0,0,5400,0,Female,University,Single,25-34,100K-200K,4670.333333333333,2509.6666666666665,28022,15058,0,0,0,-0.6666666666666666,2,0.025946296296296294,0.04827222222222222,0.5373443243050352,0.38124185844550584,8689,-2400
18778,30000,2,2,1,28,0,0,0,0,0,0,25344,26614,27878,29103,29426,29907,2000,2000,2000,1100,1088,1124,0,Female,University,Married,25-34,<=50K,28045.333333333332,1552.0,168272,9312,0,0,0,0.0,0,0.9348444444444444,0.8448,0.05533864612861243,0.07515312449115072,-4563,876
18779,110000,2,2,2,29,2,0,0,0,0,0,113394,108142,109325,111264,56311,58271,5314,4398,4196,1857,8271,1948,1,Female,University,Single,25-34,100K-200K,92784.5,4330.666666666667,556707,25984,1,1,2,0.3333333333333333,2,0.8434954545454545,1.0308545454545455,0.04667437866888926,0.04203565232634754,55123,3366
18780,50000,2,2,1,29,0,0,0,0,0,0,82843,85305,86152,56250,57603,19336,4000,4000,2257,2000,2000,700,0,Female,University,Married,25-34,<=50K,64581.5,2492.8333333333335,387489,14957,0,0,0,0.0,0,1.29163,1.65686,0.038599705798859324,0.04033409227647552,63507,3300
18781,120000,2,2,2,29,1,2,0,0,0,0,103944,97248,99283,101935,102754,105924,0,4500,5200,4000,5000,7200,0,Female,University,Single,25-34,100K-200K,101848.0,4316.666666666667,611088,25900,2,1,2,0.5,1,0.8487333333333333,0.8662,0.04238335168854291,0.032282112381687725,-1980,-7200
18782,230000,2,1,2,29,0,0,0,0,0,0,33988,32803,32166,79780,58886,42295,2500,3007,51780,2025,1560,747,0,Female,Graduate School,Single,25-34,200K-300K,46653.0,10269.833333333334,279918,61619,0,0,0,0.0,0,0.2028391304347826,0.14777391304347826,0.22013153805207936,0.5789021605125406,-8307,1753
18783,80000,2,2,1,29,-2,-2,-1,2,2,-2,2801,0,21197,20400,20000,20000,0,21197,0,0,0,0,1,Female,University,Married,25-34,50K-100K,14066.333333333334,3532.8333333333335,84398,21197,2,2,2,-0.5,0,0.17582916666666668,0.0350125,0.2511522648372611,0.8832451352139673,-17199,0
18784,320000,2,2,2,29,-2,-2,-2,-2,-2,-2,2391,1550,802,302,604,604,1561,906,302,604,302,825,0,Female,University,Single,25-34,300K-500K,1042.1666666666667,750.0,6253,4500,0,0,-2,-2.0,0,0.0032567708333333337,0.007471875,0.7195394947233771,0.5836846543001686,1787,736
18785,50000,2,3,1,29,0,0,0,0,0,0,46375,47479,49002,39422,15349,15078,1876,2399,1819,472,477,472,0,Female,High School,Married,25-34,<=50K,35450.833333333336,1252.5,212705,7515,0,0,0,0.0,0,0.7090166666666667,0.9275,0.03533045612253533,0.042658042658042655,31297,1404
18786,110000,2,2,1,29,0,0,0,0,0,0,104163,92199,85868,74198,69783,66132,3400,3706,3009,2400,2300,2500,0,Female,University,Married,25-34,100K-200K,82057.16666666667,2885.8333333333335,492343,17315,0,0,0,0.0,0,0.7459742424242425,0.9469363636363637,0.035168500073119606,0.03583943648996744,38031,900
18787,150000,2,1,2,25,1,-2,-1,2,-1,-1,0,0,330,330,990,0,0,330,0,990,0,0,0,Female,Graduate School,Single,25-34,100K-200K,275.0,220.0,1650,1320,2,1,2,-0.3333333333333333,2,0.0018333333333333333,0.0,0.7995154451847365,0.9969788519637462,0,0
18788,30000,2,1,2,26,-1,-1,-1,-1,-1,-1,2089,780,1152,780,2678,1225,780,1152,780,2678,1544,1588,0,Female,Graduate School,Single,25-34,<=50K,1450.6666666666667,1420.3333333333333,8704,8522,0,0,-1,-1.0,0,0.04835555555555556,0.06963333333333334,0.9789775990809879,0.6742913973147687,864,-808
18789,80000,2,2,2,26,0,0,0,0,0,0,35220,38215,38598,40560,40968,42321,4000,5390,3000,1453,2000,1677,0,Female,University,Single,25-34,50K-100K,39313.666666666664,2920.0,235882,17520,0,0,0,0.0,0,0.4914208333333333,0.44025,0.07427411047002115,0.11059142760233501,-7101,2323
18790,150000,2,2,2,26,0,0,0,0,0,0,83446,75067,64432,54848,46098,47352,3500,3000,2000,2000,2000,2000,0,Female,University,Single,25-34,100K-200K,61873.833333333336,2416.6666666666665,371243,14500,0,0,0,0.0,0,0.41249222222222226,0.5563066666666666,0.039057870295546866,0.03812582419061118,36094,1500
18791,270000,2,1,2,26,0,0,0,0,0,0,134235,62483,62134,61797,57312,57582,6000,2500,3000,7475,3000,2500,0,Female,Graduate School,Single,25-34,200K-300K,72590.5,4079.1666666666665,435543,24475,0,0,0,0.0,0,0.2688537037037037,0.49716666666666665,0.05619409290450563,0.044426759589419475,76653,3500
18792,160000,2,1,2,26,0,0,0,0,0,0,118204,121695,125724,129157,130567,144266,6000,5030,6000,4000,15000,5000,0,Female,Graduate School,Single,25-34,100K-200K,128268.83333333333,6838.333333333333,769613,41030,0,0,0,0.0,0,0.8016802083333333,0.738775,0.05331243974252028,0.046577905170338926,-26062,1000
18793,150000,2,1,2,29,0,0,-1,-1,-1,0,3737,4332,332,0,332,332,1000,332,0,664,0,1992,0,Female,Graduate School,Single,25-34,100K-200K,1510.8333333333333,664.6666666666666,9065,3988,0,0,0,-0.5,0,0.010072222222222222,0.024913333333333332,0.4398852856827708,0.15853368245655797,3405,-992
18794,170000,2,3,2,31,1,-2,-2,-2,-1,-1,0,0,0,0,150,167,0,0,0,150,167,2578,0,Female,High School,Single,25-34,100K-200K,52.833333333333336,482.5,317,2895,1,0,1,-1.1666666666666667,2,0.00031078431372549023,0.0,5.0,0.0,-167,-2578
18795,70000,2,2,1,31,0,0,0,0,0,0,72286,71602,72457,71058,29672,28836,2600,3500,3000,1000,1500,478,0,Female,University,Married,25-34,50K-100K,57651.833333333336,2013.0,345911,12078,0,0,0,0.0,0,0.8235976190476191,1.032657142857143,0.03491639492125165,0.04206225213315707,43450,2122
18796,210000,2,1,2,31,0,0,0,0,0,0,10968,12480,16919,11775,13275,24901,2000,6016,1000,1500,13000,500,0,Female,Graduate School,Single,25-34,200K-300K,15053.0,4002.6666666666665,90318,24016,0,0,0,0.0,0,0.07168095238095239,0.05222857142857143,0.2659019696852268,0.22334522393975426,-13933,1500
18797,50000,2,1,2,30,0,0,0,0,0,0,31205,23646,24418,25938,27067,28193,2000,2000,2000,1500,1500,1500,0,Female,Graduate School,Single,25-34,<=50K,26744.5,1750.0,160467,10500,0,0,0,0.0,0,0.53489,0.6241,0.06543360670040133,0.07569067743156302,3012,500
18798,70000,2,1,2,27,-1,2,-1,-1,-1,-1,6851,2720,4885,11889,0,4280,0,4885,11889,0,4280,20600,0,Female,Graduate School,Single,25-34,50K-100K,5104.166666666667,6942.333333333333,30625,41654,1,1,2,-0.5,0,0.07291666666666667,0.09787142857142857,1.3600862012668975,1.1602683820986373,2571,-20600
18799,180000,2,1,2,28,1,-1,-1,-1,-1,-1,0,652,0,326,2005,474,652,0,326,2005,474,326,0,Female,Graduate School,Single,25-34,100K-200K,576.1666666666666,630.5,3457,3783,1,0,1,-0.6666666666666666,2,0.0032009259259259256,0.0,1.093984962406015,1.4977029096477794,-474,326
18800,260000,2,2,2,27,-1,-1,-1,-1,-1,-1,208,208,208,208,208,208,208,208,208,208,208,208,1,Female,University,Single,25-34,200K-300K,208.0,208.0,1248,1248,0,0,-1,-1.0,0,0.0008,0.0008,0.9991993594875901,0.9984,0,0
18801,50000,2,2,1,27,0,0,0,0,0,0,45632,42750,39776,33164,34781,30231,1837,2500,1390,2007,2000,2000,0,Female,University,Married,25-34,<=50K,37722.333333333336,1955.6666666666667,226334,11734,0,0,0,0.0,0,0.7544466666666667,0.91264,0.05184350630702277,0.04468667826684041,15401,-163
18802,140000,2,1,2,27,0,0,0,0,0,0,142027,143536,141849,131491,94362,85863,7000,5341,4000,3500,3000,13000,0,Female,Graduate School,Single,25-34,100K-200K,123188.0,5973.5,739128,35841,0,0,0,0.0,0,0.8799142857142858,1.0144785714285713,0.04849085883519656,0.03823234202048136,56164,-6000
18803,100000,2,2,1,30,0,0,0,0,0,2,100963,99679,101023,93514,79361,77373,3700,3700,4148,6000,0,3000,1,Female,University,Married,25-34,50K-100K,91985.5,3424.6666666666665,551913,20548,1,1,2,0.3333333333333333,-2,0.919855,1.00963,0.03723043807549727,0.038280747581762614,23590,700
18804,420000,2,2,2,29,0,0,0,0,-1,0,82235,67757,53524,-8318,96795,81523,3000,3000,182,123000,2740,2200,0,Female,University,Single,25-34,300K-500K,62252.666666666664,22353.666666666668,373516,134122,0,0,0,-0.16666666666666666,0,0.14822063492063492,0.19579761904761905,0.35907870324509994,0.030375840838848842,712,800
18805,300000,2,2,2,30,1,-1,0,0,0,0,1943,105509,97979,94349,88213,78746,107000,5006,4500,3000,3000,3000,0,Female,University,Single,25-34,200K-300K,77789.83333333333,20917.666666666668,466739,125506,1,0,1,0.0,1,0.2592994444444444,0.006476666666666667,0.26889917298710203,0.5671268351571322,-76803,104000
18806,30000,2,2,2,25,0,0,0,0,0,0,28494,28139,27480,26960,27215,27977,1750,1804,1800,1000,1200,1500,1,Female,University,Single,25-34,<=50K,27710.833333333332,1509.0,166265,9054,0,0,0,0.0,0,0.9236944444444444,0.9498,0.054454909602684856,0.06365171077347409,517,250
18807,150000,2,4,1,26,1,-2,-2,-2,-1,-1,0,0,0,0,741,0,0,0,0,741,0,1669,0,Female,Other,Married,25-34,100K-200K,123.5,401.6666666666667,741,2410,1,0,1,-1.1666666666666667,2,0.0008233333333333334,0.0,3.247978436657682,0.0,0,-1669
18808,180000,2,2,1,26,0,0,0,0,-1,-1,182026,111563,78169,0,2354,9446,4500,10056,200,2354,9446,0,0,Female,University,Married,25-34,100K-200K,63926.333333333336,4426.0,383558,26556,0,0,0,-0.3333333333333333,1,0.3551462962962963,1.0112555555555556,0.06923576294650888,0.03969238135458725,172580,4500
18809,330000,2,1,2,26,2,0,0,0,0,0,179887,182366,176396,171553,162251,145931,5289,5496,4721,4132,3916,3550,1,Female,Graduate School,Single,25-34,300K-500K,169730.66666666666,4517.333333333333,1018384,27104,1,1,2,0.3333333333333333,2,0.5143353535353535,0.5451121212121212,0.02661468894376881,0.02878678176923791,33956,1739
18810,360000,2,2,2,26,-1,-1,-1,-1,-2,-2,1968,459,2500,0,0,0,463,2500,0,0,0,0,0,Female,University,Single,25-34,300K-500K,821.1666666666666,493.8333333333333,4927,2963,0,0,-1,-1.3333333333333333,1,0.0022810185185185186,0.0054666666666666665,0.6012581168831169,0.6012581168831169,1968,463
18811,210000,2,2,2,27,-2,-1,0,0,0,0,542,22366,23816,24303,16742,3187,22366,1816,1303,0,0,0,1,Female,University,Single,25-34,200K-300K,15159.333333333334,4247.5,90956,25485,0,0,0,-0.5,-2,0.07218730158730159,0.002580952380952381,0.2801873412711501,0.5454253611556983,-2645,22366
18812,90000,2,1,2,27,0,0,0,0,0,0,83840,81111,83081,60210,61221,62636,3200,3500,3000,2600,2600,3000,0,Female,Graduate School,Single,25-34,50K-100K,72016.5,2983.3333333333335,432099,17900,0,0,0,0.0,0,0.8001833333333334,0.9315555555555556,0.04142559592686878,0.039107699378711704,21204,200
18813,250000,2,2,1,28,2,0,0,0,2,0,28245,29468,31488,34060,33213,34670,2000,2500,3100,0,2000,8000,1,Female,University,Married,25-34,200K-300K,31857.333333333332,2933.3333333333335,191144,17600,2,2,2,0.6666666666666666,2,0.12742933333333334,0.11298,0.09207669570221559,0.08519988341068586,-6425,-6000
18814,80000,2,3,2,24,1,2,2,3,2,2,12098,11607,14814,14163,13770,15323,0,3412,0,0,1810,23,0,Female,High School,Single,18-24,50K-100K,13629.166666666666,874.1666666666666,81775,5245,6,5,3,2.0,-1,0.17036458333333332,0.151225,0.0641386225787517,0.0885773624091381,-3225,-23
18815,290000,2,1,2,27,0,0,0,0,0,0,109746,110359,108371,102628,100000,92238,4000,5000,6039,4000,4000,4000,0,Female,Graduate School,Single,25-34,200K-300K,103890.33333333333,4506.5,623342,27039,0,0,0,0.0,0,0.35824252873563217,0.3784344827586207,0.043377402168629474,0.045784027496597934,17508,0
18816,280000,2,1,2,29,0,0,0,0,0,0,149312,152323,155568,158775,162035,165522,5500,5700,5800,5900,6100,6100,0,Female,Graduate School,Single,25-34,200K-300K,157255.83333333334,5850.0,943535,35100,0,0,0,0.0,0,0.5616279761904762,0.5332571428571429,0.037200488375642264,0.037182526837035546,-16210,-600
18817,340000,2,1,1,29,-1,0,0,0,0,0,11806,13535,18784,26069,20007,15857,10000,6000,23000,400,5857,6500,0,Female,Graduate School,Married,25-34,300K-500K,17676.333333333332,8626.166666666666,106058,51757,0,0,0,-0.16666666666666666,-1,0.05198921568627451,0.03472352941176471,0.4880019611725549,0.883832661016181,-4051,3500
18818,120000,2,1,2,29,0,0,0,0,0,0,111625,110488,107488,97021,86283,87345,4012,4000,5000,3000,3300,3010,0,Female,Graduate School,Single,25-34,100K-200K,100041.66666666667,3720.3333333333335,600250,22322,0,0,0,0.0,0,0.8336805555555556,0.9302083333333333,0.03718777644685307,0.03947791578934594,24280,1002
18819,110000,2,3,2,31,0,0,-1,-1,-1,-1,4061,2705,2487,2500,2500,0,1205,2487,2700,2500,0,0,0,Female,High School,Single,25-34,100K-200K,2375.5,1482.0,14253,8892,0,0,0,-0.6666666666666666,1,0.021595454545454546,0.036918181818181815,0.6238248912585941,0.6907283336935379,4061,1205
18820,30000,2,2,2,22,0,0,0,0,0,0,20439,21664,18969,23317,17689,20013,1595,2000,5000,0,5400,300,0,Female,University,Single,18-24,<=50K,20348.5,2382.5,122091,14295,0,0,0,0.0,0,0.6782833333333333,0.6813,0.1170838384169315,0.14073322089957918,426,1295
18821,70000,2,2,2,24,0,0,0,0,0,0,34201,49800,26194,27454,28159,25775,1800,2000,2000,1500,1500,0,0,Female,University,Single,18-24,50K-100K,31930.5,1466.6666666666667,191583,8800,0,0,0,0.0,0,0.45615,0.4885857142857143,0.045932854518122596,0.05263348941885368,8426,1800
18822,20000,2,3,1,24,-1,-1,-2,-1,-1,-2,4983,-74,-74,749,0,0,0,0,823,0,0,519,0,Female,High School,Married,18-24,<=50K,930.6666666666666,223.66666666666666,5584,1342,0,0,-1,-1.3333333333333333,1,0.04653333333333333,0.24915,0.24028648164726948,0.17018196856906534,4983,-519
18823,80000,2,2,2,25,0,0,0,0,0,0,45109,44692,44308,43757,42830,44038,2100,2100,1954,1500,3324,0,0,Female,University,Single,25-34,50K-100K,44122.333333333336,1829.6666666666667,264734,10978,0,0,0,0.0,0,0.5515291666666667,0.5638625,0.04146788297731694,0.04588770412348073,1071,2100
18824,120000,2,2,1,25,2,0,0,2,0,0,17488,19002,20805,18271,18128,16405,3000,3000,0,961,2000,2056,1,Female,University,Married,25-34,100K-200K,18349.833333333332,1836.1666666666667,110099,11017,2,2,2,0.6666666666666666,2,0.15291527777777777,0.14573333333333333,0.10006357856494097,0.10471935213627478,1083,944
